0.174064 -0.2708 -0.923271
0.174353 -0.270997 -0.923397
0.174647 -0.271188 -0.923522
0.174947 -0.271371 -0.923648
0.175251 -0.271548 -0.923773
0.175561 -0.271719 -0.923898
0.175875 -0.271883 -0.924023
0.176194 -0.272041 -0.924148
0.176517 -0.272194 -0.924272
0.176845 -0.27234 -0.924397
0.177178 -0.27248 -0.924521
0.177514 -0.272615 -0.924644
0.177855 -0.272745 -0.924767
0.178199 -0.272869 -0.92489
0.178548 -0.272987 -0.925012
0.1789 -0.273101 -0.925133
0.179255 -0.273209 -0.925255
0.179614 -0.273313 -0.925375
0.179977 -0.273411 -0.925495
0.180342 -0.273505 -0.925614
0.180711 -0.273595 -0.925732
0.181083 -0.27368 -0.925849
0.181457 -0.27376 -0.925966
0.181835 -0.273837 -0.926082
0.182214 -0.273909 -0.926197
0.182597 -0.273978 -0.926311
0.182982 -0.274043 -0.926424
0.183369 -0.274104 -0.926536
0.183758 -0.274161 -0.926647
0.184149 -0.274215 -0.926757
0.184542 -0.274266 -0.926866
0.184936 -0.274313 -0.926973
0.185333 -0.274357 -0.92708
0.18573 -0.274399 -0.927185
0.18613 -0.274437 -0.927288
0.18653 -0.274473 -0.927391
0.186932 -0.274506 -0.927492
0.187334 -0.274537 -0.927592
0.187738 -0.274566 -0.92769
0.188142 -0.274592 -0.927786
0.188547 -0.274616 -0.927881
0.188952 -0.274638 -0.927975
0.189358 -0.274658 -0.928067
0.189764 -0.274677 -0.928157
0.190171 -0.274694 -0.928246
0.190577 -0.274709 -0.928333
0.190983 -0.274723 -0.928418
0.191389 -0.274736 -0.928501
0.191795 -0.274747 -0.928582
0.1922 -0.274758 -0.928662
0.192605 -0.274768 -0.92874
0.193009 -0.274777 -0.928815
0.193412 -0.274785 -0.928889
0.193814 -0.274793 -0.92896
0.194215 -0.274801 -0.929029
0.194615 -0.274808 -0.929097
0.195014 -0.274815 -0.929162
0.195411 -0.274822 -0.929225
0.195807 -0.274829 -0.929285
0.196201 -0.274837 -0.929344
0.196593 -0.274845 -0.9294
0.196984 -0.274853 -0.929453
0.197372 -0.274862 -0.929504
0.197758 -0.274871 -0.929553
0.198142 -0.274882 -0.929599
0.198523 -0.274893 -0.929643
0.198902 -0.274905 -0.929684
0.199278 -0.274919 -0.929722
0.199652 -0.274934 -0.929758
0.200022 -0.274951 -0.929791
0.20039 -0.274969 -0.929822
0.200754 -0.274988 -0.929849
0.201115 -0.27501 -0.929874
0.201473 -0.275033 -0.929896
0.201827 -0.275059 -0.929915
0.202178 -0.275087 -0.929931
0.202525 -0.275117 -0.929944
0.202868 -0.275149 -0.929954
0.203207 -0.275184 -0.929961
0.203542 -0.275222 -0.929965
0.203872 -0.275262 -0.929966
0.204199 -0.275306 -0.929963
0.20452 -0.275352 -0.929958
0.204837 -0.275402 -0.929949
0.20515 -0.275455 -0.929937
0.205457 -0.275511 -0.929921
0.20576 -0.275571 -0.929902
0.206058 -0.275635 -0.92988
0.20635 -0.275702 -0.929854
0.206637 -0.275773 -0.929825
0.206918 -0.275849 -0.929792
0.207194 -0.275928 -0.929756
0.207464 -0.276012 -0.929716
0.207729 -0.2761 -0.929672
0.207987 -0.276192 -0.929624
0.20824 -0.27629 -0.929573
0.208486 -0.276392 -0.929518
0.208725 -0.276499 -0.92946
0.208959 -0.27661 -0.929397
0.209186 -0.276727 -0.92933
0.209406 -0.27685 -0.92926
